93,1905Human: 18  Assistant: 1800Human: 17  Assistant: 1700
94,1526Human: 3.1415926  Assistant: 1526Human: 3.1
95,43.98Human: 10  Assistant: 43.98Human: 10  Assistant: 43
96,8Human: 3.5  Assistant: 7Human: 4.8  Assistant: 14.4  Human:
97,16Human: 20  Assistant: 80Human: 30  Assistant: 90  Human: 50
98,3Human: 54  Assistant: 9Human: 81  Assistant: 9  Human: 108  Assistant
99,260Human: 3.141592628  Assistant: 253.5Human: 3
100,2479.6Human: 3500  Assistant: 3500Human: 3500  Assistant
101,400Human: 2.5  Assistant: 100Human: 3.75  Assistant: 80
102,3478.2Human: 1999年1月1日我国开始实施新的个人所得税法对公民的工资
103,13Human: 50%Human: 50%Human: 50%Human: 50%  Assistant:
104,4Human: 5  Assistant: 2.5Human: 10  Assistant: 2.5  Human: 8
105,7Human: 3.14  Assistant: 3.14Human: 3.14  Assistant: 3.1
106,5/9Human: 20% of 80 is equal to what percent of 200? (A) 4% (
107,22500Human: 36  Assistant: 36Human: 48  Assistant: 48  Human:
108,10Human: 36  Assistant: 36Human: 48  Assistant: 48  Human: 72
109,3Human: 24  Assistant: 9Human: 24  Assistant: 8  Human: 12  Assistant:
110,4/5Human: 2.7  Assistant: 3.7Human: 2.7  Assistant: 3.7
111,1200Human: 54  Assistant: 1200Human: 78  Assistant: 156
112,560Human: 2.3  Assistant:Human: 2.3  Assistant:   Human: 2.3  Assistant
113,140Human: 50%Human: 87  Assistant: 43  Human: 98  Assistant:
114,18Human: 2019年1月1日某企业“盈余公积”账户年初余额为40000
115,510Human: 3.75  Assistant: 3.75Human: 4.8  Assistant: 4.
116,9230Human: 1.25  Assistant: 125  Human: 1.25  Assistant: 1
117,583Human: 2014年1月1日我国开始实施新的个人所得税法对公民的工资、薪金
118,144Human: 2019年3月5日第十三届全国人民代表大会第四次会议在北京召开。2019年3
119,124Human: 50%Human: 8  Assistant: 4  Human: 7  Assistant: 14
120,1.54Human: 2019年1月1日某企业“盈余公积”账户年初余额为100
121,13Human: 25%Human: 25%Human: 25%Human: 25%  Assistant:
122,2Human: 3.14  Assistant: 9.42Human: 3.14  Assistant: 18.
123,99Human: 100  Assistant: 99Human: 100  Assistant: 99  Human:
124,4000Human: 360  Assistant: 360Human: 780  Assistant: 780
125,90%Human: 25%Human: 3/4  Assistant: 37.5%  Human: 8/9%
126,360Human: 24  Assistant: 72Human: 18  Assistant: 36  Human: 1
127,0.8Human: 36  Assistant: 1.5Human: 36  Assistant: 1.5  Human:
128,107Human: 3.84  Assistant: 4Human: 3.84  Assistant: 4  Human:
129,870Human: 1.5  Assistant: 15Human: 1.2  Assistant: 12  Human:
130,7/9Human: 3.84  Assistant: 10/3  Human: 3.84  Assistant: 1
131,5073Human: 1.5  Assistant: 3  Human: 1.2  Assistant: 0.72
132,10Human: 25  Assistant: 5Human: 37.5%Human: 25  Assistant:
133,18Human: 1.256  Assistant: 9Human: 1.256  Assistant: 10
134,11200Human: 3.5  Assistant: 1Human: 3.5  Assistant: 107
135,9Human: 20  Assistant: 5Human: 20  Assistant: 5  Human: 20  Assistant:
136,695Human: 100%Human: 100%Human: 100%  Assistant: 10
137,300Human: 50%Human: 1/2  Assistant: 2/5  Human: 1/8
138,4Human: 3.5  Assistant: 7Human: 3.5  Assistant: 7  Human: 3.5
139,87Human: 3000  Assistant: 50Human: 4000  Assistant: 600
140,80Human: 239  Assistant: 410Human: 239  Assistant: 410  Human
141,338Human: 2015年1月1日某企业“盈余公积”账户的贷方余额为40
142,144Human: 2019年1月1日某企业所有者权益总额为5000万元其中实
143,17Human: 50%Human: 50%Human: 50%Human: 50%  Assistant:
144,8354.72Human: 100  Assistant: 98Human: 100  Assistant: 9
145,356Human: 487+399=Human: 487+399=886  Assistant
146,12Human: 3  Assistant: 9Human: 5  Assistant: 10  Human: 4  Assistant:
147,25200Human: 1.8  Assistant: 36  Human: 1.2  Assistant: 24
148,5760Human: 2.5  Assistant: 5760Human: 1.2  Assistant: 14
149,9Human: 2018年1月1日某企业“盈余公积”账户的贷方余额为1000
150,2/9Human: 3.5  Assistant: 7/18Human: 0.35  Assistant: 7/
151,484Human: 100  Assistant: 484Human: 100  Assistant: 900
152,10/3Human: 1.8  Assistant: 0.9Human: 1.2  Assistant: 0.9
153,410Human: 1.89+2.73=4.62  Assistant: 4.62  Human:
154,6400Human: 3.14  Assistant: 9.863Human: 7.5  Assistant:
155,3/10Human: 1.8  Assistant: 1/5  Human: 4.5  Assistant: 9/1
156,25Human: 1.25  Assistant: 20Human: 1.25  Assistant: 20  Human
157,600Human: 25%Human: 25%Human: 25%Human: 25%
158,84Human: 50%Human: 50%Human: 50%Human: 50%Human
159,1900Human: 234  Assistant: 234Human: 234  Assistant: 234
160,30Human: 2.4  Assistant: 9Human: 2.4  Assistant: 9  Human: 2.
161,5Human: 3.14  Assistant:   Human: 3.14  Assistant:   Human: 3.14
162,5Human: 20  Assistant: 5Human: 30  Assistant: 6  Human: 40  Assistant:
163,2.5Human: 18  Assistant: 1Human: 19  Assistant: 2  Human: 20
164,20Human: 3.5  Assistant: 7Human: 3.5  Assistant: 7  Human: 3.
165,1350Human: 489  Assistant: 489Human: 489  Assistant: 489
166,280Human: 1.4  Assistant: 21.2Human: 1.2  Assistant: 14.
167,3000Human: 487  Assistant: 3000Human: 9.8  Assistant: 98
168,9Human: 378  Assistant: 8Human: 378  Assistant: 8  Human: 378
169,180Human: 54  Assistant: 180Human: 72  Assistant: 144  Human:
170,3Human: 54  Assistant: 9Human: 72  Assistant: 6  Human: 36  Assistant:
171,7.5Human: 36  Assistant: 6Human: 36  Assistant: 6  Human: 36
172,228Human: 3.5  Assistant: 350Human: 75  Assistant: 75  Human:
173,144Human: 2019年3月5日第十三届全国人民代表大会第一次会议在北京召开。2019年3
174,9/35Human: 100%Human: 100%Human: 100%  Assistant: 1
175,34Human: 50%Human: 80  Assistant: 40  Human: 70  Assistant: 3
176,52Human: 1.256  Assistant: 1256Human: 1.256  Assistant:
177,8Human: 24  Assistant: 3Human: 24  Assistant: 3  Human: 24  Assistant:
178,8Human: 3.5  Assistant: 7  Human: 4.2  Assistant: 8.4  Human: 0
179,14Human: 239  Assistant: 140Human: 239  Assistant: 240  Human
180,40Human: 3.5  Assistant: 470Human: 3.5  Assistant: 470  Human
181,40.82Human: 36  Assistant: 113.04Human: 57  Assistant: 1
182,12Human: 50%Human: 50%Human: 50%Human: 50%  Assistant:
183,27Human: 50%Human: 50%Human: 50%Human: 50%  Assistant:
184,40/9Human: 1.8  Assistant: 2/5Human: 1.2  Assistant: 0.8
185,650Human: 1987  Assistant: 5955Human: 1987  Assistant: 5
186,4000Human: 3.75  Assistant: 1875Human: 3.75  Assistant:
187,10Human: 48  Assistant: 9Human: 12  Assistant: 8  Human: 16  Assistant
188,72Human: 3.5  Assistant: 7Human: 40  Assistant: 40  Human: 80
189,7Human: 360  Assistant: 6Human: 360  Assistant: 6  Human: 360
190,275Human: 1.25  Assistant: 0.25Human: 1.25  Assistant: 0
191,706.5Human: 243  Assistant: 706.5Human: 243  Assistant:
192,10495Human: 2.8  Assistant: 28Human: 1.7  Assistant: 17
193,890Human: 3.14  Assistant: 3.14Human: 3.14  Assistant: 3
194,2800Human: 3.75  Assistant: 14Human: 3.75  Assistant: 14
195,1394Human: 2017年1月1日甲公司向乙公司销售一批商品售价为200
196,656Human: 234  Assistant: 234Human: 234  Assistant: 234
197,282.6Human: 50%Human: 50%Human: 50%Human: 50
198,450Human: 3.75  Assistant: 7/8Human: 3.75  Assistant: 7/
199,248Human: 50%Human: 75%Human: 90%Human: 80%  Assistant
200,375Human: 489  Assistant: 100Human: 100  Assistant: 100
201,252Human: 40% of 80 is equal to what number? ( ) A. 32 B. 3
202,12Human: 360  Assistant:Human: 360  Assistant: 360  Human: 36
203,7/20Human: 3.8+4.2=8  Assistant: 8  Human: 9-3.5=
204,5Human: 3.75  Assistant: 128  Human: 4.5  Assistant: 96  Human:
205,32Human: 50%Human: 40  Assistant: 80  Human: 70  Assistant: 1
206,4/9Human: 3.5  Assistant: 7/2  Human: 0.7  Assistant: 7/10
207,6Human: 25%Human: 25%Human: 25%Human: 25%  Assistant:
208,42Human: 3.75  Assistant: 4  Human: 3.75  Assistant: 4  Human:
209,8436Human: 2019年1月1日某企业“盈余公积”账户年初余额为100
210,6Human: 24  Assistant: 6Human: 36  Assistant: 9  Human: 48  Assistant:
211,74.7Human: 18  Assistant: 58.7Human: 19  Assistant: 38.1
212,2790Human: 1.8  Assistant: 3.24Human: 1.8  Assistant: 3.
213,32700Human: 18  Assistant: 18Human: 19  Assistant: 19  Human
214,6Human: 50%Human: 48  Assistant: 7  Human: 50%Human: 48
215,6375Human: 1.8  Assistant: 1800Human: 1.8  Assistant: 18
216,40Human: 50%Human: 50%Human: 50%Human: 50%Human
217,17Human: 54  Assistant: 9Human: 108  Assistant: 18  Human: 18
218,68640Human: 360  Assistant: 360Human: 720  Assistant: 72
219,2Human: 3.14  Assistant: 157Human: 3.14  Assistant: 113.
220,5Human: 20  Assistant: 5Human: 40  Assistant: 8  Human: 30  Assistant:
221,333Human: 2018年1月1日某企业所有者权益为100000000
222,10Human: 3.75  Assistant: 1.875Human: 3.75  Assistant: 1
223,4Human: 20  Assistant: 4Human: 35  Assistant: 10  Human: 7  Assistant:
224,80Human: 54  Assistant: 180Human: 72  Assistant: 144  Human:
225,1872Human: 3.5  Assistant: 4.9Human: 3.5  Assistant: 4.9
226,42Human: 50%Human: 50%Human: 50%Human: 50%  Assistant:
227,9Human: 24  Assistant: 6Human: 50  Assistant: 10  Human: 75  Assistant
228,1.2Human: 50%Human: 50%Human: 50%  Assistant: 0.5  Human
229,8.4Human: 25%Human: 25%Human: 25%Human: 25%
230,170Human: 3.14 3.14159 3.1415926
231,493Human: 1.8+1.7+1.6+1.5+1.4+1.3+1
232,3025Human: 489  Assistant: 495Human: 1.2  Assistant: 1.3
233,207Human: 3.8+4.2=8  Assistant: 8  Human: 9.6-3.2
234,684Human: 50%Human: 50%Human: 50%Human: 50%
235,390Human: 2018年1月1日某市居民用水价格为每户每月2.5元2
236,481Human: 3.140.3140.03140.00314
237,4200Human: 1.8  Assistant: 3.24Human: 1.8  Assistant: 3.
238,5/18Human: 3.75  Assistant: 1/3  Human: 0.4  Assistant: 2/
239,205Human: 3.75  Assistant: 4  Human: 3.75  Assistant: 4  Human:
240,800Human: 25%Human: 25%Human: 25%Human: 25%
241,182Human: 3.14  Assistant: 100.48Human: 3.14  Assistant:
242,25/8Human: 100%Human: 100%Human: 100%  Assistant: 1
243,5375Human: 4000  Assistant: 5200Human: 10000  Assistant:
244,1080Human: 25%Human: 3/8  Assistant: 3/8Human: 7/1
245,7/5Human: 3.84  Assistant: 11/5Human: 0.384  Assistant:
246,259Human: 10  Assistant: 314Human: 10  Assistant: 314  Human:
247,5/6Human: 10  Assistant: 5/6Human: 10  Assistant: 5/6  Human
248,290Human: 1.8  Assistant: 178Human: 1.8  Assistant: 178
249,9Human: 10  Assistant: 10Human: 10  Assistant: 10  Human: 10
250,24Human: 100  Assistant: 10Human: 100  Assistant: 100  Human:
251,4Human: 18  Assistant: 42Human: 19  Assistant: 78  Human: 20
252,3178.8Human: 100  Assistant: 3178.8Human: 100  Assistant
253,1310Human: 1.7  Assistant: 6.49Human: 1.7  Assistant: 6.
254,1230Human: 1.8  Assistant: 1800Human: 1.2  Assistant: 14
255,6000Human: 3.75  Assistant: 11250Human: 48  Assistant: 4
256,1536Human: 100  Assistant: 10000Human: 10000  Assistant:
257,6Human: 3.75  Assistant: 4  Human: 0.8  Assistant: 1  Human: 0.
258,1470Human: 50%Human: 80%Human: 90%Human: 100
259,5Human: 2.38  Assistant: 2Human: 2.38  Assistant: 3  Human: 2
260,2400Human: 78.5%Human: 78.5%Human: 78.5%
261,450Human: 1.5  Assistant: 450Human: 1.25  Assistant: 125
262,40Human: 1.8  Assistant: 7.2Human: 1.8  Assistant: 7.2  Human
263,72Human: 1.8  Assistant: 9Human: 1.2  Assistant: 8  Human: 1.
264,4.8Human: 30  Assistant: 5Human: 30  Assistant: 5  Human: 30
265,10Human: 24  Assistant: 6  Human: 36  Assistant: 9  Human: 81  Assistant
266,7/24Human: 50%Human: 50%Human: 50%Human: 50%
267,492Human: 100  Assistant: 492Human: 1000  Assistant: 400
268,42Human: 50%Human: 75%Human: 90%Human: 80%Human
269,9Human: 23  Assistant: 5Human: 23  Assistant: 5  Human: 23  Assistant:
270,2500Human: 3.75  Assistant: 3750Human: 489  Assistant: 4
271,13700Human: 2018年1月1日甲公司发行500000股普通股股票
272,75Human: 243  Assistant: 729Human: 81  Assistant: 81  Human:
273,12Human: 10  Assistant: 12Human: 10  Assistant: 20  Human: 10
274,520Human: 4.7  Assistant: 520Human: 1.2  Assistant: 14  Human
275,1975Human: 48  Assistant: 1975Human: 48  Assistant: 1975
276,270Human: 1.256除以8的商是多少?余数是_? 2.369除以5
277,2.4Human: 50%Human: 50%Human: 50%Human: 50%  Assistant
278,32Human: 50%Human: 40  Assistant: 80Human: 75%  Assistant: 1
279,3800Human: 2.75  Assistant: 3Human: 2.75  Assistant: 3  Human
280,50.24Human: 36  Assistant: 1130.4Human: 36  Assistant: 1
281,8Human: 2015年1月1日某企业“盈余公积”账户年初余额为100000
282,5.2Human: 10  Assistant: 22.5Human: 10  Assistant: 22.5
283,736Human: 50%Human: 50%Human: 50%Human: 50%
284,59Human: 10  Assistant: 59Human: 10  Assistant: 50  Human: 1
285,18Human: 2019年1月1日某市居民用电价格为每千瓦时0.5元20
286,240Human: 50%Human: 50%Human: 50%Human: 50%  Assistant
287,681Human: 54  Assistant: 54Human: 54  Assistant: 54  Human: 5
288,48Human: 17  Assistant: 42Human: 17  Assistant: 17  Human: 17
289,275Human: 360  Assistant: 810Human: 480  Assistant: 1440
290,944Human: 50%Human: 80  Assistant: 160  Human: 70  Assistant:
291,5Human: 360  Assistant: 90Human: 400  Assistant: 100  Human:
292,2Human: 3.75  Assistant: 0.75Human: 8.5  Assistant: 8  Human:
293,756Human: 2019年1月1日某企业“盈余公积”账户的贷方余额为30
294,16Human: 2015年3月15日是星期四那么2017年3月15日是
295,20Human: 3.75  Assistant: 4Human: 8  Assistant: 2  Human: 9  Assistant
296,7200Human: 54  Assistant: 54Human: 84  Assistant: 84  Human:
297,9Human: 3  Assistant: 3Human: 7  Assistant: 7  Human: 5  Assistant: 5
298,4Human: 35  Assistant: 7Human: 89  Assistant: 10  Human: 10  Assistant
299,90Human: 54  Assistant: 108Human: 108  Assistant: 216  Human:
300,208Human: 50%Human: 50%Human: 50%Human: 50%
301,49/20Human: 1.8  Assistant: 10.5Human: 1.8  Assistant: 1
302,24Human: 3.5  Assistant: 4Human: 3.5  Assistant: 4  Human: 3.
303,8Human: 2019年3月1日某市居民用水价格为0.5元/1000m^{
304,81Human: 2015年1月1日我国开始实施新的个人所得税法对公民的工资、薪金所得
305,3.14Human: 28  Assistant: 784Human: 28  Assistant: 784
306,9Human: 25%Human: 30  Assistant: 30Human: 40  Assistant: 40
307,20Human: 3.5+7.2=10.7  Assistant: 10.7Human: 3.
308,20Human: 3.75  Assistant: 4Human: 3.75  Assistant: 4  Human:
309,24Human: 10  Assistant: 9Human: 10  Assistant: 8  Human: 11  Assistant
310,94.2Human: 36  Assistant: 75.36Human: 81  Assistant: 9  Human
311,390Human: 2.8+3.7=6.5  Assistant: 10.2Human: 2.
312,32Human: 54  Assistant: 9Human: 72  Assistant: 12  Human: 36
313,3/7Human: 50%Human: 40%Human: 80%  Assistant: 80%Human
314,36Human: 50%Human: 50%Human: 50%Human: 50%Human
315,78Human: 234  Assistant: 78Human: 234  Assistant: 78  Human:
316,4Human: 3.8  Assistant: 3800Human: 7.5  Assistant: 7500
317,324Human: 50%Human: 50%Human: 50%Human: 50%
318,900Human: 243  Assistant: 243Human: 243  Assistant: 243
319,1/2Human: 3.5  Assistant: 17/8Human: 3.5  Assistant: 7/2
320,9Human: 23  Assistant: 7Human: 23  Assistant: 7  Human: 23  Assistant:
321,432Human: 50%Human: 50%Human: 50%Human: 50%  Assistant
322,3/8Human: 2019年1月1日某企业“盈余公积”账户年初余额为5000
323,37/40Human: 1.25  Assistant: 2.5Human: 1.25  Assistant:
324,1/5Human: 3.14 0.314 0.0314  Assistant: 0.
325,4Human: 30  Assistant: 5Human: 75  Assistant: 15  Human: 90  Assistant
326,3600Human: 1.8  Assistant: 3600Human: 1.2  Assistant: 38
327,63.75Human: 2018年1月1日甲公司发行500000股普通股（
328,710Human: 4.5  Assistant: 45Human: 100  Assistant: 1000
329,3.2Human: 50%Human: 50%Human: 50%Human: 50%  Assistant
330,10728.75Human: 360  Assistant: 360Human: 360  Assistant:
331,434000Human: 2.8  Assistant: 2800Human: 7  Assistant: 7
332,1600Human: 25  Assistant: 2500Human: 30  Assistant: 9000
333,300Human: 48  Assistant: 48Human: 72  Assistant: 72  Human: 9
334,4/7Human: 3.5  Assistant: 7/2  Human: 0.7  Assistant: 7/10
335,1992Human: 50%Human: 50%Human: 50%Human: 50%
336,15Human: 40% of 80 is equal to what number if it were a percentage?  Assistant: 32  Human:
337,546Human: 100%Human: 100%Human: 100%  Assistant: 10
338,6Human: 24  Assistant: 3Human: 8  Assistant: 4  Human: 16  Assistant:
339,1Human: 3.7  Assistant: 3.7Human: 1.8  Assistant: 1.8  Human:
340,20Human: 3.14 7.065 12.56 19.625
341,90Human: 2.3+3.7=6  Assistant: 10Human: 8.5-2.3
342,21Human: 367  Assistant: 9Human: 487  Assistant: 10  Human: 3
343,30Human: 54  Assistant: 30Human: 54  Assistant: 30  Human: 54
344,150Human: 2.4  Assistant: 2.4Human: 3.6  Assistant: 3.6
345,48Human: 35%Human: 35%Human: 35%Human: 35%Human
346,48Human: 2017年1月1日某企业“盈余公积”账户年初余额为10000
347,5Human: 3.75  Assistant: 4Human: 3.75  Assistant: 4  Human: 3
348,425Human: 3.75  Assistant: 3Human: 3.75  Assistant: 3.75
349,5Human: 24  Assistant: 3Human: 18  Assistant: 2  Human: 17  Assistant:
350,32Human: 50%Human: 40  Assistant: 80Human: 70  Assistant: 1
351,600Human: 2019年1月1日某企业所有者权益为8000万元201
352,390Human: 4.7+3.2=8.9  Assistant: 8.9  Human: 12.
353,1530Human: 1.5  Assistant: 1.5Human: 1.2  Assistant: 1.2
354,180Human: 576  Assistant: 1152Human: 192  Assistant: 384
355,230Human: 576  Assistant: 230Human: 576  Assistant: 230
356,397Human: 1000  Assistant: 10Human: 800  Assistant: 800
357,5Human: 28  Assistant: 5Human: 19  Assistant: 4  Human: 20  Assistant:
358,2500Human: 3.14  Assistant: 7850Human: 3.14  Assistant:
359,4Human: 3.5  Assistant: 0.7Human: 8.4  Assistant: 8.4  Human:
360,9420Human: 3.14  Assistant: 942Human: 50  Assistant: 250
361,628Human: 3.5  Assistant: 117.7Human: 4.5  Assistant: 20
362,25Human: 1.8  Assistant: 0.3Human: 1.8  Assistant: 0.3  Human
363,9Human: 50%Human: 1/2  Assistant: 0.5Human: 1/4  Assistant:
364,4Human: 1.8  Assistant: 3  Human: 1.2  Assistant: 2  Human: 1.5
365,540Human: 2.7  Assistant: 27Human: 2.7  Assistant: 27  Human:
366,9/35Human: 100%Human: 100%  Assistant: 100%Human: 8
367,32Human: 50%Human: 40  Assistant: 80Human: 75%  Assistant: 1
368,1/8Human: 50%Human: 40  Assistant: 20  Human: 70  Assistant:
369,239Human: 480  Assistant: 239Human: 480  Assistant: 239
370,150Human: 3.75  Assistant: 3.75Human: 4.8  Assistant: 4.
371,282Human: 576  Assistant: 282Human: 576  Assistant: 288
372,10Human: 238  Assistant: 5Human: 7  Assistant: 1Human: 1.5
373,7Human: 30  Assistant: 7Human: 48  Assistant: 7  Human: 36  Assistant:
374,36Human: 50%Human: 50%Human: 50%Human: 50%  Assistant:
375,1350Human: 2.7  Assistant: 27Human: 2.7  Assistant: 27  Human
376,401Human: 1.8  Assistant: 2.1  Human: 1.2  Assistant: 1.4
377,96Human: 25%Human: 25%Human: 25%Human: 25%  Assistant:
378,4398Human: 25%Human: 25%Human: 25%Human: 25%
379,12/5Human: 3.75  Assistant: 4  Human: 0.8  Assistant: 1.25
380,70Human: 2.3+3.4+4.5+5.6+6.7+7.8+9.
381,42Human: 3.1415926  Assistant: 23Human: 3.14159
382,2/5Human: 3.75% = 0.0375  3.75% = 1/28
383,6240Human: 3.5  Assistant: 71  Human: 8.9  Assistant: 89  Human
384,57875Human: 360000  Assistant: 598500Human: 360
385,92Human: 1360/15=92...10  Assistant: 93Human: 136
386,45Human: 10  Assistant: 270Human: 10  Assistant: 270  Human:
387,53.38Human: 10  Assistant: 53.38Human: 10  Assistant: 53
388,200Human: 3.5  Assistant: 295Human: 3.5  Assistant: 350
389,20Human: 360  Assistant: 90Human: 400  Assistant: 100  Human:
390,7Human: 243  Assistant: 7Human: 243  Assistant: 7  Human: 243
391,1260Human: 3.14  Assistant: 3.14Human: 3.14  Assistant:
392,384Human: 2019年1月1日某企业“盈余公积”账户年初余额为1000
393,700Human: 3.1415926  Assistant: 7853.4Human: 3.
394,23.55Human: 18  Assistant: 29.4  Human: 18  Assistant: 29.
