1104,285
1105,0.4
1106,162
1107,12
1108,2.18218
1109,16
1110,18
1111,3
1112,1.2
1113,75%
1114,800
1115,68
1116,6000
1117,120
1118,8
1119,3
1120,15
1121,30
1122,36
1123,10
1124,72
1125,962
1126,14
1127,6
1128,10000
1129,2700
1130,1000
1131,58
1132,30
1133,550
1134,128
1135,45
1136,1.25
1137,45
1138,480
1139,200
1140,1
1141,9
1142,160
1143,60
1144,1
1145,9
1146,300
1147,693.75
1148,4
1149,19.3
1150,21
1151,160
1152,0.666667
1153,770
1154,18
1155,26
1156,-14
1157,60
1158,1154
1159,0.6
1160,2
1161,72
1162,80
1163,30
1164,9750
1165,9
1166,7
1167,20
1168,275.4
1169,-15
1170,1400%
1171,900
1172,360
1173,0.85
1174,0
1175,98
1176,60000
1177,150
1178,7000
1179,276
1180,12
1181,0.1
1182,18
1183,110
1184,25
1185,300
1186,2
1187,400
1188,600
1189,400
1190,2
1191,2
1192,2.7
1193,33750
1194,108
1195,0.99%
1196,100
1197,10
1198,186
1199,2
1200,432
1201,25
1202,1.9
1203,65%
1204,51
1205,42.5
1206,188.4
1207,188.4
1208,4
1209,15
1210,1
1211,33
1212,60
1213,4%
1214,7
1215,0.25
1216,0.333333
1217,18
1218,0.571429
1219,133.333333
1220,73.33%
1221,4.5
1222,7.5
1223,190.4
1224,72
1225,50
1226,60
1227,3200
1228,3
1229,16
1230,3
1231,3
1232,54
1233,64
1234,18
1235,2
1236,38.5
1237,17.2
1238,24
1239,133
1240,4%
1241,6.79
1242,3
1243,13.33
1244,879
1245,4100
1246,85
1247,89
1248,34
1249,180
1250,33
1251,45
1252,35
1253,14
1254,36
1255,8
1256,30
1257,38
1258,24
1259,16
1260,53
1261,22
1262,4
1263,17
1264,6
1265,36
1266,8
1267,93
1268,23
1269,18
1270,25
1271,53
1272,30
1273,26
1274,45
1275,12
1276,72
1277,30
1278,94
1279,24
1280,81
1281,51
1282,84
1283,24
1284,96
1285,5
1286,45
1287,35
1288,27
1289,48
1290,18
1291,26
1292,26
1293,10
1294,12
1295,14.333333
1296,1
1297,3
1298,8
1299,6
1300,6
1301,20
1302,6
1303,5.6
1304,6.25
1305,6
1306,4
1307,50
1308,8.33
1309,8.5
1310,6.125
1311,6.857143
1312,4
1313,36
1314,0
1315,9
1316,72
1317,6
1318,0.5
1319,6
1320,7
1321,72
1322,70
1323,59
1324,480
1325,128
1326,17
1327,9.5
1328,-20
1329,6
1330,72
1331,6
1332,2
1333,22
1334,4
1335,75
1336,42
1337,36
1338,30
1339,5
1340,88
1341,36
1342,6
1343,7
1344,24
1345,90
1346,63
1347,24
1348,6
1349,17
1350,85
1351,32
1352,93
1353,480
1354,23
1355,9
1356,196
1357,2
1358,8
1359,70.12
1360,48
1361,2620
1362,30000
1363,9
1364,12000
1365,0.8
1366,516
1367,2
1368,9600
1369,1.2
1370,48
1371,3
1372,205
1373,200
1374,190
1375,4.57
1376,25
1377,732
1378,120
1379,0.6
1380,2.7
1381,2
1382,500
1383,24
1384,400
1385,36.9
1386,28
1387,240
1388,150
1389,4.7
1390,42
1391,20
1392,69120
1393,23
1394,400
1395,16
1396,40
1397,60
1398,95
1399,630
1400,1
1401,180
1402,640
1403,60
1404,40
1405,-3
1406,56
1407,2
1408,491
1409,100
1410,139
1411,1
1412,2
1413,40
1414,240
1415,1.2
1416,4769.23
1417,3
1418,240
1419,31
1420,0.05
1421,17.1
1422,15.45
1423,10.8
1424,0.008
1425,9
1426,8.375
1427,4
1428,79.5
1429,75
1430,22.5
1431,96
1432,12
1433,79.2
1434,2.4
1435,45.6
1436,684
1437,270.92
1438,197.35
1439,72
1440,8
1441,11
1442,110
1443,60
1444,0
1445,-3
1446,13500
1447,400
1448,1
1449,4
1450,-91
1451,84
1452,216
1453,317
1454,36
1455,130
1456,169
1457,8160
1458,46
1459,9
1460,3612
1461,560
1462,79
1463,2
1464,10
1465,3.2
1466,55
1467,690
1468,8.5
1469,5
1470,137
1471,87
1472,27.27
1473,4
1474,26
1475,62
1476,50
1477,1000
1478,13.5
1479,2
1480,1.67
1481,8384
1482,60
1483,9
1484,1
1485,5
1486,10
1487,33
1488,1
1489,56
1490,9.5
1491,21
1492,42.429577
1493,9125
1494,32
1495,10000
1496,1
1497,4
1498,0
1499,2370
